Kód,Název,Popis,Určuje,Subjekty,Skupina,Předpisy,Verze,Aktualizace,Status,Agendy
"P2084","Podat žádost o zápis aktualizace nabídky cloudu s příslušnými údaji a doklady","Poskytovatel cloud computingu uvede v žádosti o aktualizaci nabídky cloud computingu údaje o nabídce cloud computingu v rozsahu údajů, které se o nabídce cloud computingu vedou v katalogu cloud computingu a které jsou aktualizací dotčeny. Poskytovatel cloud computingu k žádosti připojí podklady podle § 6t odst. 6 až 8, v nichž jsou vyjádřeny skutečnosti, jež jsou aktualizací dotčeny.","§ 6v odst. 3 zákona 365/2000","[""Poskytovatelé cloud computingu""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2085","Rozhodnout o výmazu nabídky cloudu na žádost","DIA rozhodne o výmazu nabídky cloud computingu z katalogu cloud computingu požádá-li o výmaz poskytovatel cloud computingu, o jehož nabídku se jedná, a to do 15 dnů ode dne podání žádosti","§ 6w odst. 1 písm. a) zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2086","Rozhodnout o výmazu nabídky cloudu pro nesplnění požadavků","DIA rozhodne o výmazu nabídky cloud computingu z katalogu cloud computingu zjistí-li, že nabízený cloud computing přestal splňovat požadavky podle § 6n a nezjednal-li poskytovatel cloud computingu nápravu ve stanovené lhůtě, která nesmí být kratší než 15 dnů","§ 6w odst. 1 písm. b) zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2087","Rozhodnout o výmazu nabídky cloudu po 3 letech","DIA rozhodne o výmazu nabídky cloud computingu z katalogu cloud computingu uplyne-li doba 3 let ode dne, kdy byla nabídka cloud computingu do katalogu cloud computingu zapsána, pokud poskytovatel cloud computingu nepotvrdil, že nabídka cloud computingu je stále platná, nebo uplyne-li doba 3 let ode dne, kdy poskytovatel cloud computingu naposledy potvrdil ministerstvu, že nabídka cloud computingu je stále platná; DIA vyzve prostřednictvím informačního systému cloud computingu poskytovatele cloud computingu, aby potvrdil platnost nabídky cloud computingu po uplynutí doby 30 měsíců ode dne, kdy byla nabídka cloud computingu do katalogu cloud computingu zapsána, a dále vždy po uplynutí doby 30 měsíců ode dne, kdy mu poskytovatel cloud computingu potvrdil, že nabídka cloud computingu je stále platná","§ 6w odst. 1 písm. c) zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2088","Rozhodnout o výmazu nabídky cloudu po výmazu poskytovatele cloudu","DIA rozhodne o výmazu nabídky cloud computingu z katalogu cloud computingu o jejíž zápis do katalogu cloud computingu požádal poskytovatel cloud computingu, u něhož došlo k výmazu z katalogu cloud computingu, a to současně s výmazem poskytovatele cloud computingu; je-li poskytování nabízeného cloud computingu závislé na více poskytovatelích cloud computingu zapsaných do katalogu cloud computingu, postačí výmaz kteréhokoliv z těchto poskytovatelů cloud computingu","§ 6w odst. 1 písm. d) zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2089","Rozhodnout o výmazu nabídky cloudu po výmazu poskytovatele podpůrného cloudu","DIA rozhodne o výmazu nabídky cloud computingu z katalogu cloud computingu o jejíž zápis do katalogu cloud computingu požádal poskytovatel cloud computingu, a u níž došlo k výmazu poskytovatele podpůrného cloud computingu z katalogu cloud computingu, a to současně s výmazem poskytovatele podpůrného cloud computingu","§ 6w odst. 1 písm. e) zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2090","Vyrozumět uživatele o výmazu nabídky cloudu","DIA vyrozumí prostřednictvím informačního systému cloud computingu o výmazu nabídky cloud computingu nebo její části z katalogu cloud computingu orgán veřejné správy, který využívá cloud computing, který je předmětem nabídky; ve vyrozumění uvede datum výmazu a jeho důvody","§ 6w odst. 4 zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","2","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2091","Zapsat využívaný cloud","Orgán veřejné správy zapíše cloud computing, který využívá, do katalogu cloud computingu, a to do 45 dnů ode dne nabytí platnosti smlouvy o poskytnutí cloud computingu. Věta první se nepoužije v případě cloud computingu poskytovaného podle § 6l odst. 1 písm. c)","§ 6x zákona 365/2000","[""Uživatelé cloud computingu""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2092","Poskytovat informace o změnách u cloudu","Dojde-li v době, kdy je cloud computing předmětem nabídky cloud computingu zapsané v katalogu cloud computingu nebo kdy je poskytován orgánu veřejné správy, ke změně údajů vedených v katalogu cloud computingu, které poskytuje poskytovatel cloud computingu, anebo skutečností vyjádřených v podkladech podle § 6q odst. 5 nebo § 6t odst. 6 až 8, poskytovatel cloud computingu o této změně bezodkladně vyrozumí ministerstvo a současně mu předloží aktuální podklady","§ 6y odst. 1 zákona 365/2000","[""Poskytovatelé cloud computingu""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2093","Předkládat ke cloudu certifikace a penetrační testy v pravidelných intervalech","Poskytovatel cloud computingu předkládá po dobu, kdy je cloud computing předmětem nabídky cloud computingu zapsané v katalogu cloud computingu nebo kdy je poskytován orgánu veřejné správy, v intervalech stanovených prováděcím právním předpisem ministerstvu doklady o splnění požadavku pro certifikaci nebo audit pro oblast ochrany důvěrnosti, integrity a dostupnosti informací podle § 6q odst. 5 písm. c), § 6t odst. 6 písm. b) a § 6t odst. 7 písm. c) a zprávu o provedení penetračního testu podle § 6t odst. 6 písm. d) a § 6t odst. 7 písm. e)","§ 6y odst. 2 zákona 365/2000","[""Poskytovatelé cloud computingu""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2094","Zapsat informace o ekonomických ukazatelích a nákladech na cloud","Orgán veřejné správy zapíše do katalogu cloud computingu vždy do 3 měsíců od skončení rozpočtového období údaje o finančním objemu nákladů vynaložených v souvislosti s využívaním cloud computingu za uplynulé rozpočtové období za každý informační systém veřejné správy, pro který orgán veřejné správy využívá nebo využíval cloud computing","§ 6y odst. 3 zákona 365/2000","[""Uživatelé cloud computingu""]","Povinnosti ke cloudu","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2095","Vymazat nevyužívaný cloud","Orgán veřejné správy vymaže cloud computing, jehož využívání ukončil, z katalogu cloud computingu, a to do 45 dnů ode dne pozbytí platnosti smlouvy o poskytnutí cloud computingu","§ 6z zákona 365/2000","[""Uživatelé cloud computingu""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2096","Strpět formu podpisu využitím elektronické identifikace","Úkon, jehož náležitostí má být podpis toho, kdo jej činí, učiněný prostřednictvím informačního systému veřejné správy se považuje za podepsaný, umožňuje-li informační systém veřejné správy prokázání totožnosti toho, kdo úkon činí, s využitím elektronické identifikace, autorizaci úkonu tím, kdo úkon činí, a zpětné prokázání projevu vůle toho, kdo úkon činí.","§ 8 zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti ke službám a úkonům","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2097","Zajistit autentizaci a prokázání vůle při úkonu s využitím elektronické identifikace","Úkon, jehož náležitostí má být podpis toho, kdo jej činí, učiněný prostřednictvím informačního systému veřejné správy se považuje za podepsaný, umožňuje-li informační systém veřejné správy prokázání totožnosti toho, kdo úkon činí, s využitím elektronické identifikace, autorizaci úkonu tím, kdo úkon činí, a zpětné prokázání projevu vůle toho, kdo úkon činí.","§ 8 zákona 365/2000","[""Správci informačních systémů"",""Orgány veřejné správy""]","Povinnosti ke službám a úkonům","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2098","Vydat na žádost výpis z veřejných údajů v informačních systémech","Z informačních systémů veřejné správy nebo jejich částí, které jsou veřejnými evidencemi, rejstříky nebo seznamy, vydávají orgány veřejné správy, které jsou správci těchto systémů, na požádání úplný nebo částečný výpis ze zápisu vedeného v elektronické podobě v tomto informačním systému.","§ 9 odst. 1 věta první zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2099","Vydat na žádost subjektu výpis z neveřejných údajů z informačních systémů","Z informačních systémů veřejné správy nebo jejich částí, které jsou neveřejnými evidencemi, rejstříky nebo seznamy, vydávají správci, pokud tak stanoví zvláštní právní předpis, na požádání úplný nebo částečný výpis ze zápisu vedeného v elektronické podobě v tomto informačním systému osobě, které se zápis přímo týká, nebo osobě, která je podle zvláštního právního předpisu oprávněna žádat informaci uvedenou v zápisu, a to v rozsahu tímto zvláštním právním předpisem stanoveném.","§ 9 odst. 1 věta druhá zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2100","Ověřit identitu subjektu údajů před vydáním výstupu na kontaktním místě","Při vydávání ověřených výstupů na základě výpisů podle § 9 odst. 1 věty druhé je ověřující povinen prověřit oprávnění žadatele a zjistit jeho totožnost. Jde-li o právnickou osobu, zjišťuje její existenci a totožnost osob jednajících jejím jménem.","§ 9 odst. 1 věta druhá a § 9b odst. 3 zákona 365/2000","[""Kontaktní místa veřejné správy""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2101","Zajistit důvěryhodnost a validitu dokumentu s výpisem z informačního systému","Stanoví-li tak zvláštní právní předpis, výpis podle odstavce 1 nebo potvrzení o tom, že určitý údaj v informačním systému veřejné správy není, v elektronické podobě zabezpečené způsobem zajišťujícím integritu, případně původ dat (dále jen „výstup z informačního systému veřejné správy“), ověřují a ověřené výstupy z informačních systémů veřejné správy na žádost vydávají kontaktní místa veřejné správy. S přihlédnutím k současným technickým podmínkám mohou kontaktní místa veřejné správy vydávat ověřené výstupy i z ostatních informačních systémů veřejné správy, které jsou veřejnými evidencemi, rejstříky nebo seznamy","§ 9 odst. 2 zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2102","Zajistit právo na obstarání výpisu údajů vůči subjektu údajů","Osoba, která je držitelem prostředku pro elektronickou identifikaci, který umožňuje přístup se zaručenou identitou, je oprávněna obstarat si s využitím tohoto prostředku výstup z informačního systému veřejné správy, který je neveřejnou evidencí, rejstříkem nebo seznamem, který se jí přímo týká, nebo údaje vedené o ní v tomto informačním systému veřejné správy, a to alespoň prostřednictvím portálu veřejné správy nebo s využitím národního bodu pro identifikaci a autentizaci, anebo poskytnout tento výstup nebo údaje jiné osobě anebo veřejnému orgánu.","§ 9 odst. 4 věta první zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","2","12.01.2024 0:00","Platné","[""(doplnit)""]"
"P2103","Zveřejnit seznam informačních systémů pro výpisy","Správce portálu veřejné správy zveřejní na portálu veřejné správy seznam informačních systémů veřejné správy, z nichž lze výstup nebo údaje takto obstarat anebo poskytnout.","§ 9 odst. 4 věta druhá zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti k ISVS","[""Zákon 365/2000""]","3","12.01.2024 0:00","Platné","[""(doplnit)""]"
"P2105","Výstup z informačního systému opatřit ověřovací doložkou","Ověřovací doložku vyhotoví ověřující na listině, která vznikla převedením výstupu z informačního systému veřejné správy z elektronické do listinné podoby, nebo ověřovací doložku vyhotoví zvlášť a s touto listinou ji pevně spojí. Listina, která vznikla převedením výstupu z informačního systému veřejné správy z elektronické do listinné podoby, a na ní vyhotovená nebo s ní pevně spojená ověřovací doložka, se považují za jednu listinu.","§ 9a odst. 2 zákona 365/2000","[""Kontaktní místa veřejné správy""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2106","Vydávat pouze fyzicky čitelné výstupy z informačního systému","Ti, kteří vydávají ověřené výstupy (dále jen ""ověřující""), jsou povinni při ověřování výstupu z informačního systému veřejné správy používat pouze takové technické zařízení, které výstup z informačního systému veřejné správy, který má být ověřen, zobrazí do formy, v níž je jeho obsah pro fyzickou osobu čitelný tak, aby jeho interpretace odpovídala zápisu v informačním systému veřejné správy.","§ 9b odst. 1 zákona 365/2000","[""Kontaktní místa veřejné správy""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2107","Ověřit bezpečnost a integritu výstupu z informačního systému před vydáním","Ověřující je povinen provést veškeré úkony potřebné k tomu, aby ověřil tu skutečnost, že výstup z informačního systému veřejné správy je zabezpečen způsobem zajišťujícím integritu, případně původ dat.","§ 9b odst. 2 zákona 365/2000","[""Kontaktní místa veřejné správy""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2108","Vést evidenci vydaných ověřených výstupů","Ověřující je povinen vést evidenci vydaných ověřených výstupů. Evidence obsahuje předepsané údaje.","§ 9b odst. 4 zákona 365/2000","[""Kontaktní místa veřejné správy""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2109","Předat údaje a výstup z informačního systému pro jeho vydání","Správci informačních systémů veřejné správy jsou povinni předat ověřující osobě na požádání bezodkladně výstup z informačního systému veřejné správy opatřený datem a časem s uvedením hodiny, minuty a sekundy, kdy byl výstup vytvořen, a datem a časem s uvedením hodiny, minuty a sekundy okamžiku, ke kterému správce odpovídá za soulad výstupu se stavem zápisu v informačním systému veřejné správy (dále jen ""okamžik platnosti údajů""), a zabezpečený způsobem zajišťujícím integritu, případně původ dat.","§ 9c odst. 1 zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2110","Zodpovídat za správnost údajů ve výpisu a soulad výpisu s evidencí","Správci informačních systémů veřejné správy odpovídají za soulad výpisu, který vydávají podle § 9, nebo výstupu z informačního systému veřejné správy se stavem zápisu v informačním systému veřejné správy k okamžiku platnosti údajů.","§ 9c odst. 2 zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2111","Předávat údaje pro výstupy zabezpečeným způsobem","Správci informačních systémů veřejné správy, které jsou neveřejnými evidencemi, rejstříky nebo seznamy, jsou povinni předat ověřující osobě výstup z informačního systému veřejné správy tak, aby byl tento výstup z informačního systému veřejné správy v průběhu předání odpovídajícím způsobem skryt před třetími osobami.","§ 9c odst. 3 zákona 365/2000","[""Orgány veřejné správy"",""Správci informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2112","Předat správci údaje z informačního systému v plném rozsahu na žádost","Provozovatel informačního systému veřejné správy předá bezodkladně na vyžádání správce informačního systému veřejné správy data a provozní údaje týkající se provozovaného informačního systému veřejné správy.","§ 9e odst. 1 zákona 365/2000","[""Provozovatelé informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2113","Předat správci údaje informačního systému po ukončení provozování a zničit jejich kopie.","Provozovatel informačního systému veřejné správy předá bezodkladně po ukončení provozování informačního systému veřejné správy data a provozní údaje týkající se provozovaného informačního systému veřejné správy správci informačního systému veřejné správy a kopie těchto dat a provozních údajů zlikviduje.","§ 9e odst. 2 a 3 zákona 365/2000","[""Provozovatelé informačních systémů""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2200","Koordinovat digitální služby a digitální úkony","Digitální a informační agentura plní koordinační úlohu v oblasti digitálních služeb a digitálních úkonů podle tohoto zákona","§ 2a odst. 3 písm a) zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2201","Koordinovat informační technologie","Digitální a informační agentura plní koordinační úlohu pro informační technologie","§ 2a odst. 3 písm b) zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2203","Koordinovat evidenci a sdílení dat","Digitální a informační agentura plní koordinační úlohu v oblasti evidence a sdílení dat","§ 2a odst. 3 písm c) zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2204","Zajišťovat komunikaci veřejné správy","Digitální a informační agentura zajišťuje systém podpory centrálních způsobů komunikace veřejné správy","§ 2a odst. 3 písm d) zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2205","Zajišťovat vzdělávání v eGovernmentu a digitalizaci","Digitální a informační agentura zajišťuje odborný rozvoj, školení, sdílení znalostí, osvětu a vzdělávání v oblasti své působnosti","§ 2a odst. 3 písm e) zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2206","Provozovat kompetenční centra eGovernmentu","Digitální a informační agentura provozuje kompetenční centra","§ 2a odst. 3 písm f) zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2207","Vystavit potvrzení o autentizaci","Orgán veřejné moci vystaví na žádost uživatele služby, který provedl autentizaci, potvrzení o autentizaci","§ 12 odst. 2 zákona 12/2020","[""Orgány veřejné moci""]","Povinnosti k PDS","[""Zákon 12/2020""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2208","Zajistit doplnění identifikací","Uživatel uplatňuje požadavek na identifikaci k digitální služby u DIA, ta zveřejní formulář k tomuto požadavku na Portálu veřejné správy","§ 12 odst. 3 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2209","Zveřejnit formulář pro požadavek doplnění identifikací","Uživatel uplatňuje požadavek na identifikaci k digitální služby u DIA, ta zveřejní formulář k tomuto požadavku na Portálu veřejné správy","§ 12 odst. 3 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2210","Spravovat a umožnit využití aplikace pro autentizaci fyzické osoby","DIA spravuje elektronickou aplikaci pro autentizaci podle § 12 odst. 2. DIA umožní využít aplikaci i při fyzickém prokazování totožnosti pomocí identifikačního dokladu vůči fyzické osobě nebo právnické osobě.","§ 12 odst. 4 zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2211","Sdělit údaje pro identifikaci identifikující se osoby","Pokud byla v rámci kombinace údajů podle § 12a, správce národního bodu pro identifikaci a autentizaci sdělí uživateli služby též další údaje.","§ 12a odst. 5 věta třetí zákona 12/2020","[""Digitální a informační agentura""]","Povinnosti k PDS","[""Zákon 12/2020""]",,"07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2212","Umožnit EID prostřednictvím NIA","DIA na základě vyrozumění kvalifikovaného poskytovatele umožní poskytnutí služby národního bodu","§ 19 odst. 1 písm. f) zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2213","Upozornit na změny údajů evidence kvalifikovaných prostředků","DIA upozorňuje kvalifikovaného správce na změny údajů v evidenci vydaných prostředků pro elektronickou identifikaci","§ 19 odst. 1 písm. g) zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2214","Vydávat prostředky pro EID","DIA je kvalifikovaným správcem, který vydává prostředek pro elektronickou identifikaci","§ 19 odst. 1 písm. h) zákona 250/2017","[""Digitální a informační agentura""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 250/2017""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2215","Poskytovat státu služby vytvářející důvěru","Předmětem činnosti Správy je poskytování služeb vytvářejících důvěru pro potřeby České republiky. Bližší podmínky činnosti Správy, včetně podmínek, za jakých Správa poskytuje služby vytvářející důvěru, upravuje statut, který schvaluje člen vlády pověřený řízením Rady vlády pro informační společnost po dohodě s ministrem vnitra.“.","§ 14 odst. 4 zákona 297/2016","[""Státní správa služeb vytvářeicích důvěru""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 297/2016""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2216","Vydat Statut Správy státních služeb vytvářejících důvěru","Předmětem činnosti Správy je poskytování služeb vytvářejících důvěru pro potřeby České republiky. Bližší podmínky činnosti Správy, včetně podmínek, za jakých Správa poskytuje služby vytvářející důvěru, upravuje statut, který schvaluje člen vlády pověřený řízením Rady vlády pro informační společnost po dohodě s ministrem vnitra.“.","§ 14 odst. 4 zákona 297/2016","[""Rada vlády pro informační společnost""]","Povinnosti k EID a důvěryhodnosti","[""Zákon 297/2016""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2217","Schválit Informační koncepci ČR","Vláda schvaluje informační koncepci České republiky","§ 3 písm. a) zákona 365/2000","[""Vláda""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2218","Rozhodnout u eskalace programů rozvoje","Vláda rozhoduje o programech obsahujících pořízení nebo architektonické změny určených informačních systémů vypracovaných podle zvláštního právního předpisu7a) v případě nesouhlasného vyjádření Agentury k návrhům dokumentací těchto programů","§ 3 písm. b) zákona 365/2000","[""Vláda""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2219","Rozhodnout u eskalace projektů investičních změn","Vláda rozhoduje o investičních záměrech akcí pořízení nebo architektonických změn určených informačních systémů v případě nesouhlasného vyjádření Agentury k těmto investičním záměrům","§ 3 písm. c) zákona 365/2000","[""Vláda""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2220","Rozhodnout u eskalace o projektech UIS","Vláda rozhoduje o projektech určených informačních systémů nebo jejich architektonických změn, jde-li o určené informační systémy spravované státními orgány nebo státními právnickými osobami, v případě nesouhlasného vyjádření Agentury k těmto projektům","§ 3 písm. d) zákona 365/2000","[""Vláda""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2221","Zpracovávat návrhy ICT strategií","Rada vlády pro informační společnost zpracovává návrhy strategických dokumentů v oblasti informačních systémů veřejné správy, a to i z hlediska bezpečnosti těchto systémů, a předkládá tyto dokumenty vládě","§ 3a odst. 2 písm. a) zákona 365/2000","[""Rada vlády pro informační společnost""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2222","Sledovat potřeby a stav informačních systémů","Rada vlády pro informační společnost sleduje a analyzuje informační potřeby veřejné správy a stav informačních systémů veřejné správy","§ 3a odst. 2 písm. a) zákona 365/2000","[""Rada vlády pro informační společnost""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2223","Připravovat a koordinovat záměry více OVM","Rada vlády pro informační společnost připravuje nebo koordinuje přípravu záměrů pro vytváření nebo rozvoj informačních systémů veřejné správy spravovaných státními orgány nebo státními právnickými osobami anebo informačních systémů veřejné správy spravovaných orgány územních samosprávných celků, které slouží k výkonu přenesené působnosti, vyvolané společnou potřebou více správců informačních systémů veřejné správy nebo potřebou spolupráce a koordinace na mezinárodní úrovni","§ 3a odst. 2 písm. b) zákona 365/2000","[""Rada vlády pro informační společnost""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2224","Předkládat k rozhodnutí programy s nesouladem","Rada vlády pro informační společnost předkládá vládě k rozhodnutí programy obsahující pořízení nebo architektonické změny určených informačních systémů, investiční záměry akcí pořízení nebo architektonických změn určených informačních systémů a projekty určených informačních systémů nebo jejich architektonických změn v případě nesouhlasného vyjádření Agentury, nesouhlasí-li orgán veřejné správy s tímto vyjádřením.“","§ 3a odst. 2 písm. c) zákona 365/2000","[""Rada vlády pro informační společnost""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2225","Ukládat povinnost nápravy","Zjistí-li Agentura při kontrole podle § 4 odst. 2 písm. a) u orgánu veřejné správy nedostatky, uloží orgánu veřejné správy, aby přijal opatření k nápravě těchto nedostatků.","§ 5c odst. 1 zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2226","Trestat nesplnění povinnosti stanoviska jako porušení rozpočtové kázně.","Realizace programů obsahujících pořízení nebo architektonické změny určených informačních systémů, investičních záměrů akcí pořízení nebo architektonických změn určených informačních systémů anebo projektů určených informačních systémů nebo jejich architektonických změn bez souhlasného vyjádření Agentury nebo souhlasného rozhodnutí vlády, jsou-li vyžadovány, se považuje za porušení rozpočtové kázně. K tomu se přihlíží při kontrole a trestání.","§ 5c odst. 3 zákona 365/2000","[""Digitální a informační agentura""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2227","Zajistit nepřetržitý přístup k systémům","Správce informačního systému veřejné správy poskytuje Ministerstvu vnitra, Policii České republiky nebo zpravodajským službám za účelem provádění opatření k evidenční ochraně údajů na základě jejich požadavku záznamy o poskytnutí a využití údajů a o přístupu do informačního systému veřejné správy, včetně záznamů, které obsahují neveřejné nebo znepřístupněné údaje, a to způsobem umožňujícím nepřetržitý a dálkový přístup.“.","§ 5e zákona 365/2000","[""Orgány veřejné moci""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
"P2228","Zajistit zvláštní přístup k údajům","Správce informačního systému veřejné správy poskytuje Ministerstvu vnitra, Policii České republiky nebo zpravodajským službám za účelem provádění opatření k evidenční ochraně údajů na základě jejich požadavku záznamy o poskytnutí a využití údajů a o přístupu do informačního systému veřejné správy, včetně záznamů, které obsahují neveřejné nebo znepřístupněné údaje, a to způsobem umožňujícím nepřetržitý a dálkový přístup.“.","§ 5e zákona 365/2000","[""Orgány veřejné moci""]","Povinnosti k ISVS","[""Zákon 365/2000""]","1","07.04.2023 0:00","Platné","[""(doplnit)""]"
